review,target
"This movie is an extremely funny and heartwarming story about an orphanage that is in financial trouble. When the director goes on vacation, his dad agrees to step in temporarily to run things.<br /><br />This is positively the best work that Leslie Nielson has ever done. His idea in the film to rent out children is immediately innovative, and his sales techniques will definitely make you laugh.<br /><br />The little girl in this movie is so sweet and charming that I know I will never forget her. Just make sure that you don't miss the first five minutes of the movie! <br /><br />Such great family entertainment is so rare these days. If you go for slightly corny pictures with happy endings,go for this one! I could watch this over and over, and I often do! My only complaint about this movie is that it is so difficult to find a copy.",positive
"Having never seen the original Dirty Harry, I judged this movie on a clean slate. And I must say, I quite enjoyed it. Sure, some of the acting by Sondre Locke made me a little squeemish - but hey, it was the 80's. But even if you can't get past her (and I almost couldn't) or her revenge killings (which seemed a little.. overdone ;P), it's worth it just for Dirty Harry. Or at the very least, the bull dog he affectionately names 'MeatHead' :P<br /><br />7/10.",positive
"I am commenting on this miniseries from the perspective of someone who read the novel first. And from that perspective I can honestly say that while enjoyable, I can see why it hasn't been rebroadcast anytime recently. More specifically, this mini has some serious problems, such as:<br /><br />1) It is terribly miscast. The actors who played the younger generation were all 15 to 20 years older than the characters. Ali McGraw (45 at the time) was playing Natalie Jastrow who was supposed to be about 26. Jan-Michael Vincent (39 at the time) was playing Byron Henry who was supposed to be about 22. The other Henry children, and Pamela Tudsbury, were also played by actors way too old for characters who were supposed to be in their 20's.<br /><br />2) Some of the acting was absolutely awful. Ali McGraw at times almost made this mini unwatchable. I have seen more convincing performances in high school plays. <br /><br />3) The directing was poor. To be fair to Ali McGraw, the bad acting and character development were probably the directing. The portrayal of Hitler was way overdone. His character came off looking and behaving more like a cartoon villain than the charismatic, sometimes charming, but always diabolical genius Herman Wouk painted him as in the novel. Some of the other characters are done so stereotypically (Berel Jastrow) they do not gain the depth of character that Wouk created for them.<br /><br />4) This mini is very dated. The hokey music, the pretentious narration (it sounded like a junior high school history film narration), and the entire prime-time soap opera feel of the mini made it almost comical at times. Also, too often Byron and Natalie are costumed and made up to look like they are in 1979 rather than 1939.<br /><br />Someone who watches this without the benefit of reading the novel first will probably not sit through it all, because it will come off more as a late 70's / early 80's ""take myself too seriously"" prime-time soap drama, rather than the television version of what is certainly a modern American classic.<br /><br />Remakes of older movies and the like are sometimes poorly done, but this is probably one case where a creative and inspired director could make a very stunning, memorable, and critically acclaimed production. I don't ever see that happening since a remake would have to be just as long (15 hours) or longer to do it right, and given the short attention span of most of the current American viewing public, it wouldn't fly.",negative
"Fear of a black hat is a hilarious spoof of Hip-Hop culture. It is just as funny as This Is Spinal Tap, if not funnier. The actors are incredible and the documentary style is superb. Mark Christopher Lawrence is a tremendous talent that should be starring in a lot more films. This film is a true cult classic!",positive
"Emma is my favourite Jane Austen novel - Emma is well-meaning despite her flaws, so readers can forgive and love her, and the relationship she has with Mr Knightley, which is warm, familiar, respectful but playful, generating that warm, fuzzy, romantic excitement. Mr Knightley is the perfect man, and Emma is as close as you could get in those times to an independent, clever, confident woman - remember, she is only 21, and was sure to have matured and grown out of her flaws. Who doesn't want to be Emma? Who doesn't want to be told off by Mr Knightley? This version of Emma gives you no sense of the things that I love about Emma. I couldn't even finish watching it, I just found it so awful. I couldn't see that warm, generous side of Emma, which drives the reader to love her: The patience and warmth she shows to her father; the closeness between her and Mrs Weston, which demonstrates her willingness to put her friend's happiness above her own (as she sacrifices the only equal companion in her household by forwarding Miss Taylors marriage). Mr Woodhouse's character in this adaptation just appears bizarre, rather than just quaint, elderly and a bit trying.<br /><br />This adaptation most importantly fails bring to life the relationship between Mr Knightley and Emma. Their relationship is built on mutual respect and affection: Mr Knightley is indulgent of Emma's minor faults trusting that her intelligence and genuine care for others will never allow her to go terribly astray; and Emma looks up to him, though playfully hiding this and continuing to use her own judgement. The dressing down he gives her right at the beginning of the show completely overstates the argument between them, and ruins all possibility of portraying the nature of their relationship as I've described above. Mr Knightley is also insufficiently attractive to bring to life the sexual tension between the leads (or to inspire any admiration from the female viewers).<br /><br />Really horrible. I can't understand why anyone who truly like the novel Emma could like it, unless it miraculously redeems itself after the point I switched it off.",negative
"I wouldn't give this movie a rating, it's not worthy. I watched it only because I'm a Pfieffer fan. I love her and would watch anything she made. Even in this dud, she didn't disappoint. Every scene with her in it, kept the viewer watching...waiting...for something to happen but nothing ever did. It had some good story lines but they ended abruptly as soon as it started. Some of the other characters had potential but nothing became of it.<br /><br />Pfieffer was 29 when she made this film and at her most lovely. The wardrobe and set was surprisingly good. <br /><br />I can watch mostly anything and rarely come across a movie I can't find something to like about it, but this was a dud. I don't understand. <br /><br />The worst thing about it all, it had a big cliff hanger at the end. It had an ending scene that woke you up and say wow, this film is finally going some place, then the credits roll. Good grief. <br /><br />I agree with the review that said .99 would have bought 3 cans of cat food and watching my cat eat would have been more exciting. Well said. Actually, that comment was more entertaining than the film because it sums it up so well. I too wasted .99 cents on this dud.dud.dud.",negative
"This movie captures the absurd essence of an overbearing American patriot actor -- one that believes his work (and politics) are as crucial to the American people as the opinions of the President himself. Alan Bates captures this mindset perfectly as Michael Baytes, and I will immortally remember Bates as this character. This is a movie for Canadians and Americans alike. It is a valuable piece of cinema, that which is able to take its audience through the magic of making a film and reveal just how easy it is for the producer and director to lose complete control to the will of the actors and innumerable outside forces. Wonderfully, ""Hollywood North"" does not suffer from the subject that it portrays: Peter O'Brian directs with precision and complete control, and commands both the serious 'behind-the-scenes' portion of the movie, and the movie-within-the-movie, ""Flight to Bogota"" with clarity and insight. If you are at all interested in the wit and strength of Canadian cinema, ""Hollywood North"" is a great place to start.",positive
"I suggest that in the future, any movie made by the Sci fi channel and subsequently released on DVD must say that it was indeed made by such channel as I would not buy this stuff if I had known this fact. Not that this was all bad, but when you have fade out for commercials in the middle of your movie it just ruins the flow of said film. This in turn makes the movie rather more boring. This one had an interesting story however the light hearted and extremely generic soundtrack distracted one from the film as did most of the bad actors with the exception of Dien and Linda Carter. The story, vampires are on the attack in South America, of course the rules of vampire movies are not in effect, which the usually aren't in any of the movies about vampires I have seen lately with the exception of the Blade trilogy. Group of soldiers are sent down to battle said squad another team is sent to meet up with the team and to track down the ex wife of one of the soldiers...why she is not just his wife, who knows as this part of the plot really goes no where. Still we get an interesting boat ride some nice jungle scenery and a lot of blood. This fact, however, does not save the film from being way to jerky in its presentation and really dull seeming at times. I don't know maybe it was the cgi blood, and smoke and whatever they have to make cgi now even though old effects look better and don't cost that much more. I mean cheap Italian zombie movies could do a bullet hole without cgi why can't we now?",negative
"This film SUCKS!! It looks like they just chose to place scenes together at random. Good gore, but little plot. Sally whines and complains about everything till she becomes a demon. I figured that she had PMS. It sure seemed that way. The dubbing in this film is horrible. One scene the woman was talking and a few seconds before we hear any audio. I knew at that moment my suspicions were correct that it was not from the US. I tried to follow along but got lost about half way through it and found it very hard to believe, even for a horror film. Some good characters, but not many. Not worth wasting one's time.",negative
"First off I'd like to point out that Sam Niel is nowhere to be seen in this film. What's a movie without Sam Niel. Did anyone see Event Horizon. D-Wars did have potential a movie about a dragon that controls lizards with rocket launchers does sound cool but sadly isn't. Nope, no Sam Niel, no good movie. I recommend taking the 5 dollars or so it takes to rent D-Wars and adding 10 to that five and buying a Sam Niel film- apparently to submit this i have to have ten lines of text so heres a list of Sam Niel movies i recommend<br /><br />-jurassic park -dead calm -hunt for red October -event horizon -not jurassic park three<br /><br />overall D-Wars is a pile",negative
"I pride myself in being able to sit through everything. I think ""if I've paid the rental fee, then I'm going to at least watch it"". I have found the exception to this rule- The Planet. I don't know what the exchange rate is, but reading through the other comments I can only guess that £8000 must be around $150. I'll date myself but this movie reminds me of the old Steve Reeves movies of the 50's. He was a bodybuilder turned actor. He was in these really awful Italian, dubbed movies that starred Reeves as Hercules or some other muscle bound hero. As a kid watching them you couldn't quite articulate why these movies stunk- you just knew they did. Mike Mitchell IS the new Steve Reeves. That's it.. that's what this really was- a new telling of an old Italian ""Spaghetti Sand and Sandals"" movie. And, I kid you not- where was Reeves born? Glasgow, Montana. This movie isn't so bad that it's kind of fun to watch- it's just plain bad.",negative
"Gene Kelly came up with some really grand ideas for musicals while with MGM. Here he's at the top of his creative powers working with the Arthur Freed musical unit. Hard to believe when you watch An American In Paris that the players never left the back lot at MGM. <br /><br />The magic of An American In Paris is due to the creative editing under the direction of Vincent Minnelli and the sets that MGM designed blended with some background establishing shots. The idea of the film originated with Kelly who wanted simply to do a film with a lengthy ballet sequence involving George Gershwin's tone poem An American in Paris. It sounded good to Arthur Freed who approached Ira Gershwin who said fine with him as long as they used other Gershwin material.<br /><br />Gershwin got the kind of deal for Gershwin music that Irving Berlin normally got. Not one note of non-Gershwin music is heard in An American in Paris. Listen to some of the background music and you will hear things like Embraceable You and But Not For Me which are not real musical numbers.<br /><br />Another guy who was a fair hand at writing lyrics, Alan Jay Lerner, wrote the story which admittedly is a thin one. All about an ex-GI played by Gene Kelly who after World War II never left France, just settled into an apartment on the Left Bank and proceeded to become a starving artist. He lives with eccentric composer Oscar Levant and does that ever sound like a redundancy. <br /><br />Two women are interested in him. Another expatriate American played by Nina Foch who wants to sponsor him as a painter if he'll reciprocate in other matters. But Kelly falls for a shop girl played by Leslie Caron in her film debut. Caron also has musical comedy star Georges Guetary interested in here.<br /><br />Of course the plot is just an excuse to sing and dance to the music of George Gershwin. An American in Paris happens to be the first film I ever saw as an in flight movie on the first airplane trip I ever took. I still remember flying back from Phoenix Arizona to Kennedy Airport seeing Gene Kelly doing I've Got Rhythm. My favorite number in the film however is Tra-La-La which Kelly sings and dances all over the apartment with Oscar Levant playing the piano. At one point Kelly dances on top of the baby grand piano.<br /><br />In a book about Arthur Freed, I read a quote where he said in the American in Paris ballet sequence was to be done with the background of the French impressionists which he felt the public would take to rather than a realistic setting on the streets or back lot. So it happened that way. Kelly had done lengthy ballet sequences in Words and Music, The Pirate, and On the Town. But this one topped them all. Still does in my opinion and that includes some of Gene Kelly's later films.<br /><br />In a surprise upset at the Oscars, An American In Paris was chosen best picture for 1951, beating out the heavily favored A Streetcar Named Desire. I guess fantasy trumped realism that year. Big budgets also have an upper hand in these things as well.<br /><br />Still An American in Paris is one of the best movie musicals ever done and since the studios no longer have all that creative talent under one roof, something less likely to be repeated.",positive
"Ice Age is not only Animation of the Year (in my eyes) it's also the best animated feature I've ever seen!<br /><br />The teaser excited me last year and I've spent many happy hours on the website. Scrat is cool! And so are the rest of the Sub Zero Heroes.<br /><br />The animation is superb. Your heart really goes out to the characters in this film. They have good lines of dialogue and are well developed. It's hard to say which one really steals the picture.<br /><br />I experienced their journey with laughter, tears and amazement. Nothing was forced or over done. The emotion was genuine, especially in the dramatic second half. The last film to affect me this deeply was Anastasia in 1997, also a Fox Production. And before that it was The Land Before Time 1988. All possess real charm and seek to entertain all the audience, not just the cynics. 10/10 <br /><br />",positive
"I wouldn't have given this film such a low rating (2) if its average hadn't been ridiculously high, but someone had to bring it down to something more reasonable. I sat through most of this film, watching scene after scene of tagging and shoplifting. No dialog, just tagging and shoplifting. Finally the two taggers kissed. Something happened. But then back to tagging and shoplifting. I left the screening. I recommend this film only to those who are impressed by pretentious film-making. I disliked the directors previous film (a self-righteous defense of man-boy love) but at least that film had a story, interesting characters, dialog. The Graffiti Artist had only scene after scene of tagging and shoplifting. I want more from a film than this.",negative
"I watched this movie last night and hoped for the best after watching all the cool trailers.Even the cover of the DVD looked good.As soon as I started watching it I was thinking like others ""oh my God whats this"".There were some moments that were a bit creepy but then the mood was ruined by stupid music.There was rock and opera during what is supposed to be suspenseful scenes.That right there ruined it for me and i was shaking my head thinking damn I wasted money again on a rental and was deceived by the cover art.Nothing against the music itself,it was just in the wrong parts of the movie.Whoever edited the film has no clue what they are doing.The cover showed lightning, implying they were caught in a storm at sea.That would have been more interesting but it didn't happen. The acting wasn't the worst i've ever seen considering they are all unknown and this is obvious their first film.Another reason I was disappointed was the plot made no sense.In the beginning 2 men saw all of the teens get on a boat,then at the end supposedly only 1 girl existed and the others were either her imaginary friends or were ghosts i'm not sure because it was very badly portrayed. WhyteFox who wrote a comment on here claims this is a true story.He or she believes in ghosts and spirits and says there is a haunted boat in the area this movie was filmed.There was no mention in this movie about it being a true story.I have never experienced something like that personally but am not saying it's impossible.I guess if anyone is interested in renting this movie,do it at your own risk.If you like amateur student horror films you may like this.",negative
